site_id,site_name,tid
10994,"Cyclin-dependent kinase, Pkinase domain",107894
10996,"Estrogen-related receptor gamma, Hormone_recep domain",109816
11008,"Nicotinic acetylcholine receptor alpha6/alpha3/beta2/beta3, Neur_chan_LBD domain",117716
11010,"Nicotinic acetylcholine receptor alpha6/alpha3/beta4, Neur_chan_LBD domain",117716
11014,"Phosphoinositide 3-kinase regulatory subunit 4, Pkinase domain",105474
11015,"Aldehyde dehydrogenase, Aldedh domain",108032
11024,"Aldehyde dehydrogenase, Aldedh domain",10161
11033,"Aldehyde dehydrogenase, Aldedh domain",11132
11041,"Serine/threonine-protein kinase Aurora, Pkinase domain",117711
11042,"Voltage-gated calcium channel, Ion_trans domain",117292
11066,"Retinal dehydrogenase 2, Aldedh domain",108032
11075,"Acid-sensing ion channel 1, ASC domain",109766
11089,"CDK2/CDK4, Pkinase domain",117722
11090,"Opioid receptor, delta 1b, 7tm_1 domain",117316
11099,"Nuclear receptor ROR-beta, Hormone_recep domain",117326
11114,"Coagulation factor IX, Trypsin domain",117339
11115,"Ryanodine receptor, Ion_trans domain",117340
11120,"RyR1/FKBP12, FKBP_C domain",118693
11121,"Aurora-C/INCENP, Pkinase domain",117711
11122,"Glycine receptor alpha-3/beta, Neur_chan_LBD domain",105747
11165,"NIcotinic acetylcholine receptor alpha-3/beta-4/alpha-5, Neur_chan_LBD domain",117716
11171,"GABA-A receptor alpha-1/beta-3, Neur_chan_LBD domain",109656
11183,"GABA-A receptor alpha-1/beta-3, Neur_chan_LBD domain",117721
11189,"CDK2/Cyclin O, Pkinase domain",117722
11190,"CDK2/Bovine cyclin A, Pkinase domain",117722
11191,"GABA-A receptor alpha-4/beta-3/delta, Neur_chan_LBD domain",109656
11215,"GABA-A receptor alpha-4/beta-3/delta, Neur_chan_LBD domain",117721
11218,"L-type calcium channel alpha-1c/beta-2/alpha2delta-1, Ion_trans domain",117292
11242,"Potassium voltage-gated channel subfamily A member 1/2 (Kv1.1/Kv1.2), Ion_trans domain",101108
11245,"BRAF/CRAF, Pkinase_Tyr domain",117759
11249,"mTOR/FKBP12A/FKBP12B, FKBP_C domain",118693
11251,"Cereblon/Peptidyl-prolyl cis-trans isomerase FKBP1A, FKBP_C domain",118693
11252,"Voltage-dependent L-type calcium channel alpha1C/alpha2delta/beta1b, Ion_trans domain",117292
11276,"Dehydrosqualene desaturase, Amino_oxidase domain",116914
11279,"Cyclin-dependent kinase 1/G1/S-specific cyclin-D1, Pkinase domain",107894
11281,"Cyclin-dependent kinase 2/G1/S-specific cyclin-D1, Pkinase domain",117722
11282,"Dual specificity mitogen-activated protein kinase kinase 1/Mitogen-activated protein kinase 1/RAF proto-oncogene serine/threonine-protein kinase, Pkinase_Tyr domain",117759
11284,"Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1, Neur_chan_LBD domain",117721
11287,"Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3, Neur_chan_LBD domain",109656
11299,"Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3, Neur_chan_LBD domain",117721
11302,"Gamma-aminobutyric acid receptor subunit alpha-3/beta-3, Neur_chan_LBD domain",109656
11314,"Gamma-aminobutyric acid receptor subunit alpha-3/beta-3, Neur_chan_LBD domain",117721
11317,"Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta, Neur_chan_LBD domain",109656
11329,"Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta, Neur_chan_LBD domain",117721
11332,"Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3, Neur_chan_LBD domain",109656
11344,"Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3, Neur_chan_LBD domain",117721
11347,"Gamma-aminobutyric acid receptor subunit alpha-6/beta-3, Neur_chan_LBD domain",109656
11359,"Gamma-aminobutyric acid receptor subunit alpha-6/beta-3, Neur_chan_LBD domain",117721
11362,"Peptidyl-prolyl cis-trans isomerase FKBP1B/Serine/threonine-protein kinase mTOR, FKBP_C domain",118693
11363,"B-raf/RAF proto-oncogene serine/threonine-protein kinase, Pkinase_Tyr domain",117759
11367,"Vitamin D receptor, Hormone_recep domain",117176
11371,"Cytochrome P450 7A1, p450 domain",94
11372,"Serotonin 3a (5-HT3a) receptor, Neur_chan_LBD domain",118318
11373,"Serotonin 3a (5-HT3a) receptor, Neur_chan_LBD domain",118322
11374,"Synaptic vesicular amine transporter, MFS_1 domain",162
11438,"Dihydrofolate reductase, DHFR_1 domain",178
11458,"Coagulation factor IX, Trypsin domain",118307
11461,"GABA receptor beta-2 subunit, Neur_chan_LBD domain",118277
11462,"GABA receptor beta-2 subunit, Neur_chan_LBD domain",118276
11467,"Retinoid X receptor alpha, Hormone_recep domain",117176
11471,"PI3-kinase p85-alpha subunit, SH2 domain",118337
11473,"Eosinophil peroxidase, An_peroxidase domain",10566
11475,"Acetylcholine receptor protein epsilon chain, Neur_chan_LBD domain",10639
11476,"CaM kinase II beta, Pkinase domain",118320
11478,"CaM kinase II delta, Pkinase domain",118321
11480,"GABA receptor alpha-4 subunit, Neur_chan_LBD domain",118277
11481,"GABA receptor beta-1 subunit, Neur_chan_LBD domain",118276
11486,"GABA receptor delta subunit, Neur_chan_LBD domain",118277
11487,"GABA receptor alpha-4 subunit, Neur_chan_LBD domain",118281
11488,"GABA receptor alpha-4 subunit, Neur_chan_LBD domain",118282
11489,"GABA receptor alpha-4 subunit, Neur_chan_LBD domain",118280
11493,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",118283
11496,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",118284
11502,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",118285
11508,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",118286
11510,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",118287
11527,"GABA receptor beta-2 subunit, Neur_chan_LBD domain",118286
11529,"GABA receptor beta-2 subunit, Neur_chan_LBD domain",118287
11534,"GABA receptor gamma-2 subunit, Neur_chan_LBD domain",118282
11535,"GABA receptor gamma-2 subunit, Neur_chan_LBD domain",118285
11539,"GABA receptor gamma-2 subunit, Neur_chan_LBD domain",118293
11545,"GABA receptor gamma-2 subunit, Neur_chan_LBD domain",118279
11546,"GABA receptor gamma-2 subunit, Neur_chan_LBD domain",118278
11547,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11634,"Complement C1r, Trypsin domain",11692
11636,"Neuropeptide Y receptor type 2, 7tm_1 domain",12017
11637,"Serotonin 3c (5-HT3c) receptor, Neur_chan_LBD domain",118322
11638,"Subtilisin/kexin type 9, Peptidase_S8 domain",12353
11642,"Phosphodiesterase 4D, PDEase_I domain",12473
11643,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11646,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118281
11647,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118282
11648,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118280
11649,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11655,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11661,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118291
11662,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118293
11663,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118292
11681,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118279
11682,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118278
11683,"Histone deacetylase 1, Hist_deacetyl domain",118343
11686,"GABA receptor alpha-3 subunit, Neur_chan_LBD domain",118278
11687,"CaM kinase II alpha, Pkinase domain",118320
11689,"CaM kinase II gamma, Pkinase domain",118321
11691,"GABA receptor delta subunit, Neur_chan_LBD domain",118281
11692,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11699,"GABA receptor delta subunit, Neur_chan_LBD domain",118287
11702,"GABA receptor delta subunit, Neur_chan_LBD domain",118292
11711,"Serotonin 3e (5-HT3e) receptor, Neur_chan_LBD domain",118318
11712,"GABA receptor alpha-2 subunit, Neur_chan_LBD domain",118279
11713,"Voltage-gated T-type calcium channel alpha-1G subunit, Ion_trans domain",18020
11717,"Voltage-gated N-type calcium channel alpha-1B subunit, Ion_trans domain",118317
11721,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11742,"Voltage-gated T-type calcium channel alpha-1I subunit, Ion_trans domain",18081
11746,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118291
11747,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118293
11748,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118292
11751,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11752,"Serine/threonine-protein kinase PCTAIRE-1, Pkinase domain",117094
11753,"Voltage-gated potassium channel subunit Kv1.3, Ion_trans domain",100110
11763,"Excitatory amino acid transporter 4, SDF domain",100180
11819,"Subtilisin, Peptidase_S8 domain",100281
11820,"C-C chemokine receptor type 7, 7tm_1 domain",100434
11822,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11832,"Voltage-gated potassium channel subunit Kv1.4, Ion_trans domain",101243
11837,"Proto-oncogene C-crk, SH2 domain",101257
11841,"Focal adhesion kinase 1, Pkinase_Tyr domain",101321
11844,"Ectonucleoside triphosphate diphosphohydrolase 3, GDA1_CD39 domain",101374
11845,"Lactoperoxidase, An_peroxidase domain",101375
11846,"Serine/threonine-protein kinase PFTAIRE-1, Pkinase domain",118346
11847,"Glycine receptor subunit alpha-2, Neur_chan_LBD domain",118306
11848,"Lysine-specific histone demethylase 1, Amino_oxidase domain",118345
11851,"RAC-alpha serine/threonine-protein kinase, Pkinase domain",102911
11855,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11887,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11902,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118276
11903,"Cyclin-dependent kinase 13, Pkinase domain",118298
11905,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118277
11910,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11911,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11918,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11921,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118292
11930,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118282
11931,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11935,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118293
11941,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118279
11942,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118278
11947,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118280
11951,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11966,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118286
11985,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118291
12037,"Neuraminidase, Neur domain",104394
12040,"Histone deacetylase, Hist_deacetyl domain",118343
12043,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118277
12044,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118276
12056,"Serotonin 3 (5-HT3) receptor, Neur_chan_LBD domain",118318
12057,"Serotonin 3 (5-HT3) receptor, Neur_chan_LBD domain",118322
12060,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118282
12061,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118285
12065,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118293
12071,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118279
12072,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118278
12073,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118291
12075,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118292
12078,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118286
12080,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118287
12085,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118277
12086,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",118276
12091,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118281
12092,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118284
12099,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118287
12102,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118292
12111,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118282
12112,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118285
12116,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118293
12122,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118279
12123,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118278
12128,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118280
12132,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118283
12147,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118286
12166,"Benzodiazepine receptors; peripheral & central, Neur_chan_LBD domain",118291
12218,"Serotonin (5-HT) receptor, Neur_chan_LBD domain",118318
12219,"Serotonin (5-HT) receptor, Neur_chan_LBD domain",118322
12222,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",118277
12223,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",118277
12224,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",118276
12235,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118277
12236,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118276
12241,"Coagulation factor IX and X, Trypsin domain",118307
12244,"Histone deacetylase (HDAC1 and HDAC2), Hist_deacetyl domain",118343
12247,"PI3-kinase p110-delta/p85-alpha, SH2 domain",118337
12249,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118282
12250,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118285
12254,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118293
12260,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118279
12261,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118278
12263,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118286
12265,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",118287
12272,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118277
12273,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118276
12278,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118282
12279,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118285
12283,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118293
12289,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118279
12290,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118278
12292,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118286
12294,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",118287
12299,"PI3-kinase p110-alpha/p85-alpha, SH2 domain",118337
12301,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118277
12302,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118276
12307,"Phosphodiesterase 4, PDEase_I domain",12473
12308,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118282
12309,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118285
12313,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118293
12319,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118279
12320,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118278
12321,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118283
12324,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118281
12326,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118280
12327,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118284
12339,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118291
12341,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",118292
12361,"Ca2+/calmodulin-dependent protein kinase II (CaM kinase II), Pkinase domain",118320
12365,"Ca2+/calmodulin-dependent protein kinase II (CaM kinase II), Pkinase domain",118321
12369,"GABA A receptor alpha-1/beta-1/gamma-2, Neur_chan_LBD domain",118276
12374,"RXR alpha/PPAR gamma, Hormone_recep domain",117176
12378,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118282
12379,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118285
12383,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118293
12389,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118279
12390,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118278
12391,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118283
12394,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118284
12406,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118286
12408,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",118287
12432,"GABA A receptor alpha-4/beta-3/gamma-2, Neur_chan_LBD domain",118277
12433,"Aspartate aminotransferase, cytoplasmic, Aminotran_1_2 domain",105469
12460,"Probable L-lysine-epsilon aminotransferase, Aminotran_3 domain",105536
12485,"Voltage-gated potassium channel, Ion_trans domain",100114
12495,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",10639
12496,"Glycine receptor (alpha-1/beta), Neur_chan_LBD domain",117714
12520,"Glycine receptor (alpha-1/beta), Neur_chan_LBD domain",118306
12529,"Retinoid X receptor, Hormone_recep domain",117176
12533,"Retinoid receptor, Hormone_recep domain",117176
12537,"Short transient receptor potential channel 3, Ion_trans domain",118314
12542,"Histone deacetylase 1/3/5/8, Hist_deacetyl domain",118343
12545,"PI3K p110 beta/p85 alpha, SH2 domain",118337
12547,"NAD(P)H dehydrogenase [quinone] 1, Flavodoxin_2 domain",107980
12548,"LSD1/CoREST complex, Amino_oxidase domain",118345
12551,"Tissue-type plasminogen activator, Trypsin domain",108333
12552,"Free fatty acid receptor 2, 7tm_1 domain",109188
12567,"Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-beta, Hormone_recep domain",117176
12571,"Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-alpha, Hormone_recep domain",117176
12575,"Retinoic acid receptor alpha/Retinoid X receptor alpha, Hormone_recep domain",117176
12579,"Histone deacetylase 1/2/3, Hist_deacetyl domain",118343
12580,"Histone deacetylase 1/2/3/6, Hist_deacetyl domain",118343
12585,"Gamma-aminobutyric acid receptor subunit alpha-4/beta3/delta, Neur_chan_LBD domain",118277
12587,"Hemagglutinin, Hemagglutinin domain",109717
12589,"Cyclin-dependent kinase, Pkinase domain",118298
12590,"Cyclin-dependent kinase, Pkinase domain",117094
12591,"Cyclin-dependent kinase, Pkinase domain",118346
12593,"Cyclin-dependent kinase, Pkinase domain",117739
12596,"Cyclin-dependent kinase, Pkinase domain",109747
12617,"Cyclin-dependent kinase 12, Pkinase domain",117739
12620,"Cyclin-dependent kinase 12, Pkinase domain",109747
12641,"PI3-kinase class I, SH2 domain",118337
12643,"Voltage-dependent T-type calcium channel subunit alpha-1H, Ion_trans domain",109856
12647,"Fatty acid-binding protein, brain, Lipocalin domain",116822
12678,"Retinoic acid receptor RXR-alpha/Oxysterols receptor LXR-beta, Hormone_recep domain",117176
12682,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118282
12683,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118285
12687,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118293
12693,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118279
12694,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118278
12695,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118291
12697,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118292
12700,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118283
12703,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118281
12705,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118280
12706,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118284
12740,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118286
12742,"Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2, Neur_chan_LBD domain",118287
12747,"Cyclin-Y/Cyclin-dependent kinase 16, Pkinase domain",117094
12748,"Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1, Neur_chan_LBD domain",118276
12753,"Gamma-aminobutyric acid receptor subunit alpha-2/beta-2, Neur_chan_LBD domain",118277
12754,"Gamma-aminobutyric acid receptor subunit alpha-2/beta-2, Neur_chan_LBD domain",118276
12759,"Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2, Neur_chan_LBD domain",118277
12760,"Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2, Neur_chan_LBD domain",118276
12765,"Gamma-aminobutyric acid receptor subunit alpha-5/beta-2, Neur_chan_LBD domain",118277
12766,"Gamma-aminobutyric acid receptor subunit alpha-5/beta-2, Neur_chan_LBD domain",118276
12771,"Histone deacetylase 1/8, Hist_deacetyl domain",118343
12774,"Histone deacetylase 1/Nuclear receptor corepressor 2, Hist_deacetyl domain",118343
12777,"Nuclear receptor subfamily 4 group A member 2/Retinoic acid receptor RXR-alpha, Hormone_recep domain",117176
12781,"Retinoic acid receptor RXR-alpha/Retinoic acid receptor beta, Hormone_recep domain",117176
12785,"Retinoic acid receptor RXR-alpha/Vitamin D3 receptor, Hormone_recep domain",117176
12793,"Retinoic acid receptor RXR-alpha/gamma, Hormone_recep domain",117176
12797,"Voltage-dependent L-type calcium channel subunit beta-1/alpha-1B/alpha-2/delta-1, Ion_trans domain",118317
12801,"Plasmepsin 4, Asp domain",117267
12825,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",118317
12829,"Potassium voltage-gated channel subfamily A member 6, Ion_trans domain",117511
12831,"Glucocorticoid receptor, Hormone_recep domain",117571
12835,"BRD4/HDAC1, Hist_deacetyl domain",118343
12838,"Glycine receptor alpha-3/beta, Neur_chan_LBD domain",117714
12894,"Glycine receptor alpha-3/beta, Neur_chan_LBD domain",118306
12903,"Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon, Neur_chan_LBD domain",10639
12904,"GABA-A receptor alpha-4/beta-3/delta, Neur_chan_LBD domain",118277
12905,"CDK12/Cyclin K, Pkinase domain",117739
12908,"CDK12/Cyclin K, Pkinase domain",109747
12929,"Histone deacetylase 1/6, Hist_deacetyl domain",118343
12936,"G_PROTEIN_RECEP_F1_2 domain-containing protein, 7tm_1 domain",117772
12950,"Putative lanosterol 14-alpha-demethylase, p450 domain",117776
12954,"Lysophosphatidic acid receptor 5, 7tm_1 domain",117780
12961,"Putative amino acid permease/transporter, AA_permease_2 domain",117781
12968,"Dipeptidyl peptidase 9, Peptidase_S9 domain",117783
12973,"Beta-lactamase, Lactamase_B domain",117785
12977,"Transient receptor potential cation channel, subfamily V, member 3, Ion_trans domain",117786
12982,"G_PROTEIN_RECEP_F1_2 domain-containing protein, 7tm_1 domain",117789
12992,"Penicillin-binding protein 1B, Transpeptidase domain",117791
12996,"Kappa-type opioid receptor, 7tm_1 domain",117796
13001,"C-C chemokine receptor type 6, 7tm_1 domain",117797
13007,"Dipeptidyl peptidase IV, Peptidase_S9 domain",117804
13083,"rRNA adenine N-6-methyltransferase, RrnaAD domain",117808
13084,"Cathepsin B-like protease, Peptidase_C1 domain",117828
13085,"Acetylcholinesterase, COesterase domain",117852
13102,"Tyrosinase, Tyrosinase domain",117879
13103,"Transient receptor potential cation channel subfamily M member 2, Ion_trans domain",117883
13104,"Proto-oncogene tyrosine-protein kinase receptor Ret, Pkinase_Tyr domain",117886
13106,"Mannan-binding lectin serine protease 2, Trypsin domain",117891
13113,"3-hydroxyacyl-CoA dehydrogenase type-2, adh_short domain",117895
13119,"P2Y purinoceptor 14, 7tm_1 domain",117905
13120,"Nicotinamide N-methyltransferase, NNMT_PNMT_TEMT domain",117911
13122,"Serine/threonine-protein kinase PAK 1, Pkinase domain",117927
13123,"Retinal dehydrogenase 2, Aldedh domain",117928
13130,"Metallo-beta-lactamase type 2, Lactamase_B domain",117940
13169,"Complement C2, Trypsin domain",117946
13173,"Alpha-galactosidase, Melibiase domain",117964
13174,"Peptidyl-prolyl cis-trans isomerase FKBP1A, FKBP_C domain",117981
13190,"Retinal dehydrogenase 1, Aldedh domain",117982
13192,"Guanine nucleotide-binding protein subunit alpha-11, G-alpha domain",117985
13205,"Complement factor D, Trypsin domain",117988
13207,"Mannan-binding lectin serine protease 1, Trypsin domain",118013
13212,"Eosinophil peroxidase, An_peroxidase domain",118015
13214,"Uracil nucleotide/cysteinyl leukotriene receptor, 7tm_1 domain",118052
13217,"Sphingomyelin phosphodiesterase, Metallophos domain",118053
13218,"T-type calcium channel alpha 1G subunit, Ion_trans domain",118081
13222,"Neuraminidase, Neur domain",118085
13234,"Dihydroorotate dehydrogenase (fumarate), DHO_dh domain",118088
13346,"Mitogen-activated protein kinase kinase kinase 12, Pkinase_Tyr domain",118099
13348,"Tyrosine-protein kinase JAK3, Pkinase_Tyr domain",118102
13362,"Epithelial discoidin domain-containing receptor 1, Pkinase_Tyr domain",118104
13364,"Glycine receptor subunit alpha-1, Neur_chan_LBD domain",118105
13365,"Cathepsin L, Peptidase_C1 domain",118107
13392,"Uracil nucleotide/cysteinyl leukotriene receptor, 7tm_1 domain",118109
13395,"Heparanase, Glyco_hydro_79n domain",118117
13396,"Tyrosinase, Tyrosinase domain",118130
13402,"Synaptic vesicular amine transporter, MFS_1 domain",118131
13416,"Calcium/calmodulin-dependent protein kinase kinase 2, Pkinase domain",118133
13447,"Choline kinase, Choline_kinase domain",118136
13450,"C-C chemokine receptor type 4, 7tm_1 domain",118144
13452,"Kallikrein-7, Trypsin domain",118155
13464,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",118157
13465,"Glucocorticoid receptor, Hormone_recep domain",118201
13469,"Solute carrier family 2, facilitated glucose transporter member 8, Sugar_tr domain",118209
13470,"Receptor-interacting serine/threonine-protein kinase 2, Pkinase_Tyr domain",118266
